account_id,customer_id,branch_id,account_type,open_date,current_balance,account_status
A003647,C08800,BR050,Current,2026-07-26,12926789.56,Active
A003648,C06815,BR037,Savings,2026-05-13,58223991.09,Active
A003649,C04819,BR033,Credit,2025-04-02,36317103.58,Active
A003650,C00564,BR044,Savings,2026-05-25,9812131.68,Closed
A003651,C07940,BR002,Savings,2025-03-09,713020314.54,Active
A003652,C03146,BR015,Savings,2020-06-30,173500669.48,Active
A003653,C05150,BR024,Current,2022-12-16,23606066.8,Active
A003654,C00912,BR035,Savings,2025-05-17,5521567.49,Active
A003655,C05114,BR049,Savings,2022-01-15,15329424.15,Active
A003656,C05652,BR038,Savings,2024-04-09,12761721.77,Active
A003657,C03738,BR030,Savings,2025-10-11,10087033.6,Active
A003658,C07361,BR002,Current,2024-11-12,16814665.82,Active
A003659,C07920,BR026,Savings,2020-08-01,137067167.3,Active
A003660,C06723,BR040,Savings,2026-07-22,10393785.43,Inactive
A003661,C09628,BR045,Credit,2024-12-24,13078165.21,Active
A003662,C03465,BR038,Savings,2021-05-02,12369120.12,Active
A003663,C07588,BR022,Savings,2026-08-23,888051725.67,Active
A003664,C07926,BR017,Savings,2021-12-16,66823592.69,Active
A003665,C04288,BR019,Savings,2018-06-14,5587464.88,Active
A003666,C03799,BR044,Savings,2026-03-07,4260141.3,Active
A003667,C06704,BR045,Current,2025-01-26,467835532.44,Active
A003668,C06491,BR023,Savings,2021-07-11,8162127.1,Active
A003669,C06886,BR029,Savings,2025-02-21,25611201.27,Closed
A003670,C07485,BR045,Current,2021-06-12,5171041.97,Active
A003671,C02124,BR041,Savings,2019-12-04,9746619.12,Active
A003672,C07461,BR003,Current,2026-01-25,31520194.64,Active
A003673,C08418,BR038,Savings,2026-05-03,108446193.29,Active
A003674,C02936,BR016,Current,2022-06-04,25207163.84,Active
A003675,C08269,BR024,Savings,2026-07-12,19667161.72,Active
A003676,C04516,BR038,Current,2021-02-22,6292139.43,Active
A003677,C06999,BR023,Savings,2024-11-11,47464972.3,Active
A003678,C03285,BR005,Credit,2026-04-27,94259010.77,Active
A003679,C03107,BR018,Current,2026-08-08,3887852.99,Inactive
A003680,C03691,BR015,Savings,2026-08-23,12368368.0,Active
A003681,C06663,BR006,Current,2026-07-08,50479861.96,Active
A003682,C04506,BR036,Current,2024-06-24,303071489.05,Active
A003683,C04732,BR031,Savings,2024-07-10,4559506.94,Active
A003684,C00204,BR031,Savings,2026-08-08,52291830.87,Active
A003685,C08375,BR006,Current,2025-10-22,9056623.25,Active
A003686,C05906,BR010,Savings,2018-09-28,83120987.32,Active
A003687,C08181,BR026,Current,2026-07-18,56860077.29,Active
A003688,C08430,BR038,Savings,2025-05-26,133443936.53,Active
A003689,C08657,BR022,Credit,2026-05-11,62920591.76,Active
A003690,C01388,BR030,Savings,2024-10-06,39195185.87,Active
A003691,C07020,BR038,Current,2023-06-03,6057411.05,Active
A003692,C05643,BR016,Savings,2023-03-27,35492111.24,Active
A003693,C02318,BR045,Current,2025-08-16,31513909.85,Active
A003694,C06182,BR046,Savings,2025-03-17,13289491.54,Active
A003695,C04094,BR009,Savings,2025-02-17,37315144.08,Active
A003696,C02141,BR045,Savings,2025-09-16,58496787.84,Active
A003697,C05483,BR002,Savings,2024-12-17,5451995.69,Active
A003698,C08793,BR029,Savings,2020-01-18,32799793.23,Active
A003699,C08102,BR006,Savings,2023-01-25,326927623.38,Active
A003700,C09504,BR035,Current,2022-03-23,566432339.39,Closed
A003701,C01953,BR028,Savings,2026-03-20,64377196.21,Active
A003702,C02434,BR049,Savings,2025-02-09,8416945.06,Active
A003703,C08245,BR050,Savings,2021-10-21,13374455.71,Active
A003704,C03834,BR046,Current,2021-06-23,240031649.58,Active
A003705,C05673,BR015,Savings,2026-05-29,25611349.31,Active
A003706,C00115,BR038,Current,2022-11-13,8569625.27,Active
A003707,C02424,BR035,Savings,2024-03-21,6986893.51,Active
A003708,C05880,BR041,Current,2025-08-21,9831442.71,Active
A003709,C09230,BR017,Current,2023-08-27,47709776.8,Inactive
A003710,C05851,BR004,Current,2022-06-08,94459419.44,Active
A003711,C04687,BR002,Credit,2024-07-09,15971371.0,Inactive
A003712,C03456,BR027,Current,2025-08-29,18754625.3,Active
A003713,C02298,BR028,Savings,2024-05-27,44409689.32,Active
A003714,C03946,BR016,Current,2025-01-29,330717993.37,Active
A003715,C06400,BR033,Current,2025-07-22,2896463.13,Active
A003716,C02433,BR029,Credit,2025-07-10,16845023.21,Active
A003717,C00001,BR032,Savings,2025-03-05,38413260.18,Active
A003718,C00369,BR041,Current,2026-06-24,4798260.58,Inactive
A003719,C09062,BR011,Savings,2026-06-29,22082662.22,Active
A003720,C02818,BR001,Savings,2025-05-06,9200324.17,Active
A003721,C07246,BR029,Savings,2024-09-12,140299222.06,Active
A003722,C05410,BR042,Current,2025-10-29,17029858.1,Active
A003723,C09410,BR027,Current,2021-09-10,483812020.86,Active
A003724,C05178,BR049,Credit,2022-04-21,15798410.29,Active
A003725,C03632,BR029,Current,2024-06-07,43411120.73,Active
A003726,C01117,BR023,Credit,2026-07-05,19805874.45,Active
A003727,C02085,BR009,Credit,2022-10-27,8531039.6,Active
A003728,C06380,BR028,Credit,2026-06-25,16232610.99,Active
A003729,C03012,BR002,Current,2024-12-11,11166803.09,Active
A003730,C03968,BR043,Savings,2025-01-29,89631477.46,Active
A003731,C04697,BR015,Savings,2026-03-21,10721321.6,Active
A003732,C05708,BR038,Savings,2026-03-23,8728570.52,Active
A003733,C07630,BR036,Savings,2025-01-19,91975035.19,Active
A003734,C02617,BR036,Credit,2026-08-21,83186025.81,Active
A003735,C09707,BR042,Savings,2026-08-19,35135600.55,Active
A003736,C06822,BR014,Current,2025-02-21,10762689.72,Active
A003737,C00764,BR023,Savings,2019-05-01,3075191.34,Active
A003738,C02354,BR047,Savings,2025-09-05,261605204.88,Closed
A003739,C07213,BR010,Current,2026-01-17,4083300.44,Active
A003740,C04467,BR043,Savings,2024-12-04,20917534.54,Active
A003741,C01360,BR031,Savings,2023-01-08,3931149.43,Active
A003742,C01666,BR024,Savings,2024-07-28,6802929.66,Active
A003743,C06052,BR044,Current,2022-11-22,11225440.04,Active
A003744,C02568,BR042,Savings,2020-06-02,51583955.54,Closed
A003745,C06111,BR038,Savings,2025-09-05,6358154.16,Active
A003746,C00274,BR048,Savings,2026-08-01,80697703.92,Active
A003747,C08410,BR022,Current,2026-07-29,556637609.04,Active
A003748,C00928,BR031,Savings,2020-11-01,49170735.7,Active
A003749,C09094,BR020,Current,2022-05-24,137893681.03,Active
A003750,C09657,BR025,Current,2025-10-17,35987647.78,Active
A003751,C09512,BR045,Current,2024-11-28,29948997.4,Active
A003752,C03264,BR026,Savings,2023-09-26,5701628.43,Active
A003753,C04984,BR008,Savings,2025-10-17,20001432.27,Active
A003754,C09702,BR013,Savings,2023-09-20,144906586.13,Active
A003755,C01870,BR038,Savings,2022-05-10,40955103.57,Active
A003756,C04040,BR005,Savings,2026-07-08,9433265.26,Active
A003757,C07512,BR024,Current,2026-05-03,7889212.86,Closed
A003758,C00630,BR023,Savings,2025-09-15,27830946.64,Active
A003759,C05613,BR038,Savings,2022-02-20,14191246.13,Active
A003760,C07597,BR042,Current,2021-11-27,63907358.33,Active
A003761,C06145,BR001,Savings,2026-01-27,5380139.31,Active
A003762,C09146,BR014,Savings,2024-11-09,76313561.18,Active
A003763,C00782,BR041,Current,2026-08-04,53769951.36,Active
A003764,C00221,BR010,Savings,2026-05-15,94856415.3,Active
A003765,C02891,BR002,Current,2023-07-16,6011512.87,Active
A003766,C08661,BR040,Current,2025-03-31,403532956.96,Active
A003767,C00073,BR005,Savings,2025-05-22,10558060.37,Active
A003768,C07514,BR001,Savings,2021-01-30,5521296.25,Active
A003769,C06621,BR025,Savings,2025-03-21,5187350.01,Active
A003770,C09844,BR026,Savings,2020-12-20,5849954.54,Active
A003771,C01709,BR042,Current,2026-02-08,12716889.03,Inactive
A003772,C08514,BR040,Savings,2023-09-05,385572599.94,Active
A003773,C00871,BR021,Savings,2026-02-21,18613909.19,Active
A003774,C00067,BR005,Savings,2026-08-31,447633800.55,Active
A003775,C02634,BR040,Current,2026-04-06,8176233.5,Active
A003776,C07534,BR032,Savings,2025-08-09,34979862.11,Active
A003777,C09686,BR049,Savings,2023-07-02,10530436.52,Active
A003778,C03493,BR001,Savings,2020-08-16,21502517.24,Active
A003779,C01064,BR022,Current,2023-05-08,13153999.47,Active
A003780,C02753,BR019,Current,2020-11-23,20257947.52,Active
A003781,C04203,BR038,Current,2026-07-20,12636478.47,Inactive
A003782,C03221,BR045,Current,2026-04-30,20551996.76,Active
A003783,C07240,BR036,Savings,2025-06-20,14911595.1,Active
A003784,C09845,BR041,Savings,2026-05-06,28763943.98,Active
A003785,C09148,BR043,Current,2022-08-01,7792035.84,Active
A003786,C03261,BR033,Current,2025-06-08,3640558.6,Active
A003787,C01106,BR019,Credit,2024-02-06,6885131.73,Active
A003788,C03060,BR038,Savings,2026-06-06,823091922.71,Active
A003789,C03432,BR012,Savings,2026-02-08,13255375.19,Closed
A003790,C08266,BR023,Savings,2026-05-18,16146447.19,Active
A003791,C02603,BR047,Savings,2020-12-15,6456845.66,Active
A003792,C09781,BR021,Current,2026-06-01,83756538.75,Closed
A003793,C07925,BR042,Savings,2025-05-21,6618045.51,Inactive
A003794,C03775,BR004,Current,2018-08-09,7444125.37,Active
A003795,C03587,BR039,Savings,2025-05-16,10870614.76,Inactive
A003796,C07393,BR031,Credit,2026-05-04,21415779.44,Active
A003797,C04322,BR028,Savings,2019-06-11,23325058.75,Active
A003798,C08569,BR011,Savings,2025-08-31,23838123.32,Active
A003799,C03497,BR022,Current,2021-09-18,4210506.33,Inactive
A003800,C01610,BR047,Current,2025-12-10,14920238.81,Active
A003801,C02832,BR038,Savings,2020-12-03,69705508.86,Active
A003802,C08075,BR009,Current,2026-05-31,27371407.41,Active
A003803,C08004,BR025,Savings,2023-02-21,15193036.75,Active
A003804,C06813,BR048,Current,2026-08-30,12276764.7,Active
A003805,C04199,BR049,Savings,2025-01-16,114445028.26,Active
A003806,C09382,BR002,Credit,2026-02-25,84681705.62,Active
A003807,C00544,BR016,Savings,2024-08-05,9665798.98,Active
A003808,C09913,BR013,Savings,2025-01-27,734025019.72,Active
A003809,C02788,BR024,Savings,2019-12-19,16897457.79,Inactive
A003810,C09371,BR033,Credit,2021-08-19,14248307.08,Active
A003811,C05595,BR038,Savings,2024-04-08,3659949.89,Active
A003812,C03398,BR003,Savings,2024-08-19,7230408.85,Inactive
A003813,C03586,BR046,Credit,2025-01-01,115514518.9,Inactive
A003814,C08433,BR045,Savings,2026-03-06,5412397.83,Active
A003815,C05218,BR022,Savings,2023-05-29,4802208.64,Active
A003816,C05748,BR040,Savings,2023-02-04,423853604.44,Active
A003817,C01499,BR034,Savings,2022-10-15,5056218.95,Active
A003818,C01277,BR047,Savings,2021-05-17,254014478.37,Active
A003819,C00997,BR040,Savings,2022-09-05,13069594.08,Active
A003820,C01805,BR038,Credit,2024-06-09,9857049.69,Active
A003821,C05758,BR011,Current,2024-08-20,118958787.32,Active
A003822,C02566,BR024,Credit,2025-10-06,203902611.97,Active
A003823,C00015,BR047,Savings,2021-04-30,139921115.18,Active
A003824,C00127,BR002,Savings,2025-03-13,9972690.12,Active
A003825,C00920,BR039,Credit,2026-01-20,29534113.61,Active
A003826,C09644,BR038,Savings,2022-01-16,18886467.32,Active
A003827,C06930,BR018,Savings,2025-12-15,36219022.55,Active
A003828,C05207,BR028,Savings,2026-08-22,528489383.98,Active
A003829,C01755,BR020,Current,2025-10-15,1486994669.62,Active
A003830,C04722,BR038,Current,2022-12-08,17303712.61,Active
A003831,C06685,BR046,Current,2020-07-18,17912505.85,Active
A003832,C09638,BR003,Savings,2025-12-27,100206353.53,Active
A003833,C08078,BR007,Savings,2025-10-19,13383988.7,Active
A003834,C06904,BR027,Savings,2021-05-31,144848395.31,Active
A003835,C08695,BR022,Current,2026-01-06,94439129.19,Active
A003836,C05174,BR050,Savings,2023-12-25,138899776.55,Active
A003837,C03403,BR042,Current,2026-08-13,31933323.36,Active
A003838,C08116,BR008,Savings,2026-07-24,21132538.18,Active
A003839,C02671,BR023,Savings,2025-10-04,113661878.33,Active
A003840,C01018,BR029,Current,2024-05-23,6684466.29,Active
A003841,C09159,BR026,Savings,2022-01-13,9657814.02,Closed
A003842,C09208,BR003,Savings,2025-09-04,29451856.98,Active
A003843,C09334,BR017,Savings,2025-04-11,46850193.86,Active
A003844,C08889,BR020,Savings,2026-05-21,3176265.14,Active
A003845,C02126,BR038,Current,2025-10-30,9523473.86,Active
A003846,C03607,BR041,Savings,2022-01-28,81333749.74,Active
A003847,C05922,BR023,Credit,2022-11-14,7423351.44,Inactive
A003848,C02670,BR017,Savings,2022-09-22,7768168.99,Closed
A003849,C04815,BR029,Savings,2025-09-14,111549735.12,Active
A003850,C07788,BR032,Current,2026-07-04,53151747.16,Active
A003851,C05007,BR038,Savings,2026-03-15,19293150.67,Active
A003852,C06960,BR035,Savings,2024-12-03,13087653.2,Active
A003853,C05576,BR037,Savings,2021-09-20,21729580.19,Active
A003854,C03263,BR047,Savings,2025-05-22,28000472.33,Active
A003855,C06853,BR010,Current,2024-05-29,19362768.56,Active
A003856,C03214,BR030,Savings,2023-11-06,61385413.46,Inactive
A003857,C03442,BR008,Savings,2021-09-18,81635257.84,Active
A003858,C05069,BR047,Savings,2025-08-29,42847377.16,Active
A003859,C03824,BR032,Savings,2023-07-05,8943759.84,Active
A003860,C06704,BR006,Savings,2025-09-04,366617661.87,Active
A003861,C07076,BR001,Savings,2026-03-20,5685267.28,Active
A003862,C07836,BR015,Savings,2026-06-30,30837816.75,Closed
A003863,C02057,BR028,Current,2023-09-14,13622133.2,Active
A003864,C02985,BR039,Current,2020-05-30,19971515.85,Active
A003865,C07510,BR001,Savings,2023-12-10,11673896.68,Active
A003866,C07489,BR009,Current,2026-02-18,23979349.02,Active
A003867,C02572,BR015,Current,2025-08-29,105660425.24,Inactive
A003868,C05011,BR036,Savings,2023-01-29,6768835.46,Active
A003869,C07840,BR043,Savings,2026-06-23,7089651.99,Active
A003870,C03062,BR028,Current,2026-08-16,78459967.26,Active
A003871,C01167,BR022,Current,2018-10-17,126941760.79,Active
A003872,C02932,BR049,Savings,2025-02-27,294728184.13,Active
A003873,C00944,BR033,Current,2020-10-05,19114417.37,Active
A003874,C09273,BR030,Current,2021-03-31,33584858.42,Closed
A003875,C09682,BR008,Current,2026-05-22,4127902.68,Active
A003876,C05627,BR023,Savings,2025-08-29,327371538.5,Active
A003877,C08610,BR044,Savings,2021-03-15,122242525.14,Active
A003878,C07387,BR048,Current,2024-11-23,14416402.09,Active
A003879,C06115,BR028,Current,2020-10-17,71288812.06,Active
A003880,C05034,BR035,Current,2026-06-07,6186010.45,Active
A003881,C06132,BR020,Credit,2026-07-01,45020857.29,Active
A003882,C05683,BR047,Current,2024-05-26,69158343.36,Inactive
A003883,C02239,BR024,Savings,2025-10-20,158654614.53,Active
A003884,C05322,BR032,Savings,2021-02-12,6695502.25,Active
A003885,C06988,BR037,Savings,2025-09-23,8552929.13,Active
A003886,C04373,BR009,Savings,2025-10-04,5751758.3,Active
A003887,C06803,BR038,Current,2024-07-08,15184808.1,Active
A003888,C06696,BR048,Credit,2026-01-14,35844086.82,Active
A003889,C06281,BR017,Current,2026-05-05,9204167.22,Active
A003890,C02419,BR030,Current,2025-12-26,4999764.33,Active
A003891,C01272,BR038,Current,2026-01-24,18944984.98,Active
A003892,C01247,BR038,Savings,2021-12-14,76936822.52,Active
A003893,C07724,BR012,Savings,2021-01-23,33455956.46,Inactive
A003894,C09285,BR045,Savings,2024-08-09,58199154.38,Closed
A003895,C08548,BR001,Credit,2026-03-18,12181577.6,Active
A003896,C01467,BR043,Savings,2025-11-13,13308805.84,Active
A003897,C06018,BR032,Current,2025-10-07,16106992.42,Active
A003898,C09408,BR019,Current,2026-06-16,10957244.76,Active
A003899,C06395,BR038,Savings,2025-12-25,9624721.21,Inactive
A003900,C05820,BR014,Current,2026-05-25,21906036.88,Closed
A003901,C03290,BR005,Savings,2024-08-12,9542356.18,Active
A003902,C04120,BR031,Savings,2025-11-21,131984292.9,Active
A003903,C04140,BR017,Credit,2026-08-15,29613982.06,Active
A003904,C08550,BR038,Savings,2022-03-09,10289868.62,Active
A003905,C05875,BR039,Current,2021-07-24,42420808.13,Active
A003906,C08813,BR005,Credit,2025-05-04,14659475.87,Active
A003907,C09724,BR003,Credit,2025-08-22,5143702.26,Active
A003908,C00260,BR041,Savings,2025-12-27,25162575.59,Closed
A003909,C07721,BR048,Current,2022-07-17,39751856.29,Active
A003910,C04274,BR002,Savings,2021-09-16,11130034.01,Active
A003911,C06094,BR050,Savings,2026-08-07,34198489.23,Active
A003912,C03362,BR047,Savings,2024-10-17,2461151.34,Active
A003913,C00955,BR042,Current,2021-09-25,60644282.29,Active
A003914,C09836,BR011,Savings,2021-04-22,20735576.33,Active
A003915,C01909,BR015,Current,2020-12-04,8583976.66,Active
A003916,C09736,BR032,Savings,2026-02-03,6458868.02,Active
A003917,C02075,BR019,Savings,2026-06-12,54459842.58,Active
A003918,C03556,BR046,Savings,2025-06-10,40552758.95,Active
A003919,C01500,BR044,Savings,2022-08-07,4921753.68,Active
A003920,C07130,BR048,Current,2024-12-08,8977212.09,Active
A003921,C04026,BR028,Savings,2022-03-28,39514053.47,Active
A003922,C05326,BR005,Savings,2026-08-17,22273357.49,Active
A003923,C03643,BR001,Savings,2026-04-11,17311178.56,Active
A003924,C06875,BR018,Savings,2025-09-07,50811074.86,Inactive
A003925,C05095,BR044,Credit,2026-05-14,15370560.94,Active
A003926,C00746,BR029,Current,2024-04-22,54901808.34,Active
A003927,C09571,BR037,Current,2025-10-14,7542406.51,Active
A003928,C03455,BR002,Current,2026-01-28,6321801.54,Active
A003929,C09703,BR023,Savings,2020-07-19,28087557.32,Active
A003930,C02794,BR003,Savings,2026-02-19,14292362.38,Active
A003931,C03688,BR006,Savings,2018-10-20,19291434.64,Active
A003932,C05944,BR045,Savings,2026-08-31,16935106.07,Active
A003933,C09698,BR008,Savings,2024-03-21,108926115.63,Active
A003934,C02550,BR007,Savings,2022-01-18,12234687.67,Active
A003935,C06231,BR049,Current,2025-03-14,10203433.08,Active
A003936,C05099,BR030,Current,2025-02-14,7813288.5,Active
A003937,C07034,BR016,Credit,2026-07-12,4839807.24,Active
A003938,C02537,BR034,Savings,2024-03-12,36474136.31,Active
A003939,C09913,BR009,Savings,2025-10-18,261281658.71,Active
A003940,C09771,BR041,Current,2025-03-08,4160430.75,Active
A003941,C02579,BR013,Current,2023-07-14,4964047.71,Active
A003942,C03834,BR046,Savings,2024-03-14,165923121.82,Active
A003943,C04603,BR031,Savings,2026-03-11,17946476.3,Closed
A003944,C08332,BR046,Credit,2025-05-14,58308094.44,Active
A003945,C00985,BR002,Savings,2023-09-03,92324520.6,Active
A003946,C04989,BR018,Credit,2025-07-15,4012644.2,Active
A003947,C05489,BR012,Savings,2025-06-18,32738089.69,Active
A003948,C04645,BR030,Current,2022-05-10,73995211.14,Active
A003949,C05781,BR038,Savings,2023-06-20,138595490.58,Inactive
A003950,C09765,BR018,Current,2023-10-14,16366117.23,Inactive
A003951,C05677,BR015,Savings,2023-01-30,3354337.05,Inactive
A003952,C07772,BR037,Savings,2022-10-31,377776038.21,Active
A003953,C04846,BR023,Current,2025-12-27,19618929.38,Active
A003954,C00031,BR037,Current,2023-01-27,2597272.78,Active
A003955,C05608,BR043,Current,2024-06-22,71043249.26,Active
A003956,C05418,BR033,Savings,2026-08-05,19240477.76,Active
A003957,C03532,BR001,Current,2019-12-26,25678148.91,Active
A003958,C06443,BR041,Savings,2023-05-22,5903979.94,Active
A003959,C00759,BR038,Savings,2021-01-17,26063717.65,Closed
A003960,C06497,BR006,Current,2023-10-01,35861122.46,Active
A003961,C09722,BR044,Current,2025-04-26,18373415.01,Active
A003962,C01544,BR038,Current,2023-12-05,79476910.36,Active
A003963,C00093,BR047,Savings,2023-11-08,7338831.99,Active
A003964,C06503,BR033,Savings,2022-08-03,12617499.09,Active
A003965,C00668,BR039,Savings,2026-04-13,9958501.31,Active
A003966,C09438,BR038,Current,2022-06-28,553094937.72,Active
A003967,C06699,BR041,Savings,2024-07-02,44128837.8,Active
A003968,C09070,BR028,Credit,2024-06-01,23565193.66,Active
A003969,C02165,BR035,Savings,2023-02-27,44466528.64,Active
A003970,C03162,BR025,Savings,2026-02-27,66578376.44,Inactive
A003971,C03537,BR023,Current,2024-09-22,123132093.82,Active
A003972,C05117,BR025,Savings,2026-07-20,8542150.79,Active
A003973,C00672,BR031,Savings,2024-10-08,25241245.74,Active
A003974,C02905,BR045,Current,2025-12-24,23346463.75,Active
A003975,C00280,BR049,Current,2021-07-14,66178865.74,Closed
A003976,C09716,BR048,Savings,2020-05-20,886569672.82,Active
A003977,C01877,BR050,Savings,2024-07-03,15963065.93,Inactive
A003978,C01673,BR043,Current,2020-07-02,36229417.33,Inactive
A003979,C01923,BR002,Current,2021-10-24,62980310.2,Active
A003980,C07887,BR028,Current,2026-07-26,12366724.82,Closed
A003981,C07017,BR041,Current,2025-07-22,586338426.03,Closed
A003982,C02801,BR037,Savings,2024-10-17,9006944.23,Active
A003983,C02064,BR002,Savings,2024-07-05,38824696.35,Active
A003984,C06027,BR016,Savings,2026-08-20,12828669.55,Active
A003985,C06808,BR047,Current,2022-12-08,30821313.24,Active
A003986,C02968,BR003,Savings,2025-03-21,7084887.38,Active
A003987,C05142,BR003,Credit,2025-09-22,24075537.43,Active
A003988,C04515,BR017,Savings,2024-07-20,9945607.42,Active
A003989,C01159,BR001,Current,2026-05-08,26481899.74,Inactive
A003990,C09816,BR007,Savings,2025-02-11,19059768.49,Active
A003991,C06610,BR002,Savings,2026-07-16,65955050.09,Active
A003992,C08363,BR044,Savings,2025-02-09,22817323.03,Active
A003993,C03924,BR005,Savings,2022-12-04,174509517.88,Active
A003994,C01533,BR030,Savings,2024-05-01,20688085.02,Active
A003995,C07887,BR047,Credit,2026-02-05,19243339.52,Active
A003996,C09018,BR037,Current,2026-04-22,38085614.35,Active
A003997,C04982,BR038,Savings,2021-09-29,25612696.2,Inactive
A003998,C08844,BR010,Current,2024-07-04,17744952.18,Inactive
A003999,C03735,BR007,Current,2026-02-28,92386872.94,Active
A004000,C09744,BR038,Current,2024-04-29,23072320.46,Active
A004001,C03740,BR023,Savings,2023-02-09,8766620.51,Active
A004002,C05436,BR046,Savings,2024-11-08,48538971.36,Active
A004003,C01253,BR005,Savings,2020-09-09,216981215.95,Active
A004004,C03698,BR028,Current,2026-03-28,66658404.13,Active
A004005,C04224,BR049,Savings,2021-06-08,41754570.31,Active
A004006,C07728,BR036,Savings,2022-12-30,8783321.64,Active
A004007,C03388,BR036,Savings,2026-07-23,37414878.89,Active
A004008,C02606,BR049,Savings,2025-11-19,22985560.07,Active
A004009,C07182,BR028,Savings,2025-04-13,128448276.83,Active
A004010,C04097,BR019,Savings,2021-07-02,30732823.01,Active
A004011,C00475,BR032,Current,2024-10-17,12372354.05,Active
A004012,C01527,BR026,Credit,2023-11-24,19531453.01,Active
A004013,C02316,BR046,Current,2026-08-30,18353199.55,Active
A004014,C05668,BR038,Savings,2022-07-28,43863498.92,Active
A004015,C05090,BR004,Savings,2023-12-31,19300344.7,Active
A004016,C09254,BR047,Savings,2023-12-24,942090847.87,Active
A004017,C04598,BR045,Savings,2024-11-04,11481575.38,Active
A004018,C04955,BR019,Current,2025-11-01,89016799.36,Inactive
A004019,C06563,BR035,Current,2022-06-20,17697392.88,Active
A004020,C02226,BR007,Credit,2018-06-09,11945069.04,Active
A004021,C05287,BR037,Savings,2023-08-19,601516607.18,Active
A004022,C04690,BR016,Current,2026-04-19,203137004.31,Active
A004023,C07965,BR017,Current,2025-04-15,43561189.99,Active
A004024,C08578,BR030,Savings,2024-03-04,24754682.19,Active
A004025,C06547,BR015,Credit,2025-05-18,41524707.61,Closed
A004026,C01084,BR004,Current,2025-09-15,58349917.74,Active
A004027,C00045,BR012,Savings,2026-02-14,17159146.76,Active
A004028,C06191,BR041,Credit,2025-11-20,8412277.01,Active
A004029,C05187,BR046,Savings,2024-09-19,36295501.98,Active
A004030,C08519,BR006,Current,2022-10-05,113102750.08,Active
A004031,C08789,BR003,Savings,2024-02-17,3634539.57,Active
A004032,C00481,BR024,Credit,2025-03-15,9850497.36,Active
A004033,C00622,BR039,Current,2025-12-21,18752518.64,Active
A004034,C04832,BR029,Current,2024-05-18,17642838.68,Active
A004035,C06359,BR036,Current,2023-03-15,16056379.86,Active
A004036,C06097,BR027,Savings,2022-12-26,17020758.7,Active
A004037,C05318,BR042,Savings,2024-07-24,34938253.47,Active
A004038,C03749,BR047,Savings,2025-10-19,18626142.6,Active
A004039,C05531,BR037,Current,2026-06-27,15089834.01,Active
A004040,C07178,BR027,Credit,2020-06-14,5783534.01,Active
A004041,C09695,BR011,Savings,2024-12-21,730392157.51,Active
A004042,C02106,BR034,Savings,2026-06-29,29321857.77,Active
A004043,C02714,BR038,Savings,2025-09-22,11896693.82,Active
A004044,C03080,BR028,Savings,2023-03-07,12796672.07,Active
A004045,C02335,BR040,Savings,2026-05-18,26817679.45,Inactive
A004046,C06024,BR050,Savings,2025-08-27,12775377.51,Active
A004047,C07710,BR029,Current,2026-05-03,3200553.11,Active
A004048,C00743,BR004,Savings,2024-04-20,22144727.83,Active
A004049,C01446,BR007,Current,2026-04-25,7825931.29,Active
A004050,C00587,BR022,Savings,2025-12-17,10981101.59,Active
A004051,C02660,BR006,Current,2026-08-28,1123528668.96,Active
A004052,C01933,BR030,Savings,2025-11-21,13475421.84,Active
A004053,C00452,BR033,Credit,2025-07-17,15020833.69,Active
A004054,C01545,BR001,Savings,2024-01-22,22551103.97,Active
A004055,C03219,BR019,Savings,2026-01-10,22473062.2,Active
A004056,C04126,BR024,Current,2024-04-20,7190005.86,Active
A004057,C02802,BR038,Current,2026-04-12,76693554.82,Active
A004058,C02089,BR021,Current,2019-09-26,15440164.88,Active
A004059,C04321,BR018,Savings,2024-06-29,18646747.21,Active
A004060,C03965,BR028,Current,2025-07-17,18905024.89,Active
A004061,C05378,BR023,Current,2024-08-13,489427086.01,Active
A004062,C09540,BR036,Savings,2025-06-14,5855388.71,Active
A004063,C07913,BR032,Savings,2023-04-29,32855642.55,Active
A004064,C06466,BR010,Savings,2024-09-27,38657888.14,Active
A004065,C03193,BR015,Savings,2025-10-15,112953408.15,Inactive
A004066,C05893,BR038,Current,2026-04-21,50744632.98,Inactive
A004067,C06545,BR039,Savings,2024-11-30,56814105.17,Inactive
A004068,C02208,BR031,Savings,2025-03-25,2597277.83,Active
A004069,C09486,BR038,Savings,2023-05-19,8683605.68,Active
A004070,C07171,BR042,Current,2021-05-09,38297934.26,Active
A004071,C04128,BR014,Savings,2025-04-02,61741018.3,Active
A004072,C04708,BR045,Current,2024-04-16,1255268501.78,Active
A004073,C04223,BR013,Current,2019-04-23,4475447.76,Active
A004074,C03535,BR047,Current,2020-07-03,6161798.42,Active
A004075,C06023,BR025,Savings,2022-05-27,55140248.68,Active
A004076,C09423,BR049,Savings,2025-04-25,20946459.26,Active
A004077,C01425,BR017,Credit,2026-07-26,12558956.56,Active
A004078,C09870,BR020,Current,2025-06-03,10132324.91,Active
A004079,C09854,BR018,Current,2021-01-10,46729111.64,Active
A004080,C02370,BR023,Savings,2019-10-04,50340311.69,Active
A004081,C03869,BR029,Current,2024-08-19,10767651.29,Active
A004082,C07105,BR025,Current,2024-08-31,3819944.74,Active
A004083,C05811,BR039,Savings,2025-09-12,2669959.06,Active
A004084,C06593,BR018,Savings,2024-05-31,94587914.58,Active
