loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_term_months,outstanding_balance,payment_status,risk_level
L000741,C03399,BR008,Personal,196497495.17,13.87,2026-01-09,24,138958189.95,Current,Low
L000742,C08340,BR038,Personal,165425263.69,14.18,2024-04-22,60,43054791.18,Current,Low
L000743,C09272,BR020,Business,412422824.0,8.07,2023-12-16,12,63918359.46,Current,Medium
L000744,C08041,BR014,Personal,115243118.45,15.36,2024-02-13,12,82827702.96,Current,Medium
L000745,C03093,BR011,Mortgage,361561143.97,6.83,2026-08-02,180,42464998.21,Current,Low
L000746,C05710,BR027,Mortgage,1686083848.34,5.85,2024-09-18,300,731666160.19,Late,High
L000747,C09503,BR036,Mortgage,3614593203.77,7.81,2023-11-08,120,1499273729.43,Late,High
L000748,C08430,BR038,Business,1129502915.7,8.69,2026-04-26,36,769448867.29,Current,Low
L000749,C00586,BR027,Personal,174498350.3,10.49,2022-09-19,24,30824541.7,Current,Low
L000750,C02953,BR020,Auto,559498480.45,11.03,2025-08-29,36,81519986.6,Current,Low
L000751,C02912,BR016,Mortgage,6133330392.78,10.19,2022-07-07,120,3175395040.5,Late,High
L000752,C01768,BR038,Mortgage,1339496191.59,9.84,2026-08-25,300,1163194227.73,Default,High
L000753,C07088,BR001,Mortgage,1403311809.15,10.41,2026-05-24,300,210035838.71,Current,Low
L000754,C03261,BR033,Mortgage,351543016.55,10.24,2023-01-16,240,137935822.4,Current,High
L000755,C01959,BR031,Auto,187292469.39,7.77,2023-05-17,36,120771301.61,Current,Low
L000756,C04555,BR041,Personal,144361646.18,11.2,2025-08-04,36,28996770.76,Current,Low
L000757,C03603,BR033,Mortgage,423554207.01,8.39,2025-10-20,240,65852371.83,Current,Medium
L000758,C08785,BR018,Auto,153993477.82,11.19,2022-05-11,48,62789012.42,Current,Low
L000759,C01529,BR029,Mortgage,572684563.6,10.07,2026-04-23,300,438094495.61,Late,High
L000760,C00290,BR007,Personal,59108023.11,12.85,2026-03-19,24,7688619.69,Current,Low
L000761,C03973,BR044,Personal,147779863.46,10.89,2026-02-26,36,108758058.36,Current,Low
L000762,C08897,BR002,Business,572403377.78,14.63,2024-07-24,36,297694133.88,Late,High
L000763,C07368,BR001,Personal,99595646.06,11.11,2025-03-29,24,31432062.89,Current,Low
L000764,C09201,BR048,Auto,129602760.67,10.52,2021-07-18,48,77954012.08,Current,Medium
L000765,C06947,BR045,Personal,202621117.33,10.97,2026-05-09,48,34943122.14,Current,Low
L000766,C02543,BR046,Business,836265973.76,11.43,2026-07-22,24,239382560.99,Current,Medium
L000767,C04966,BR049,Auto,215127132.07,9.01,2020-11-07,36,72359854.0,Current,Low
L000768,C02332,BR047,Business,1347748125.69,14.65,2022-09-04,84,219504931.64,Current,Low
L000769,C03016,BR042,Mortgage,380462586.86,10.04,2021-08-20,120,229214190.51,Current,Medium
L000770,C06357,BR018,Personal,489879717.74,15.46,2020-04-08,48,276815568.96,Current,Medium
L000771,C09564,BR048,Personal,117861054.97,16.01,2026-05-18,48,110699319.36,Default,Medium
L000772,C02052,BR031,Auto,157446420.89,12.13,2026-01-24,36,93537065.66,Current,Low
L000773,C06018,BR032,Personal,60306071.54,11.83,2025-07-26,60,31576399.54,Current,Medium
L000774,C04664,BR021,Mortgage,740642340.6,8.0,2026-08-03,240,337059757.5,Current,Low
L000775,C06839,BR016,Auto,308561810.14,9.23,2026-05-05,36,115776913.88,Current,Low
L000776,C09581,BR029,Mortgage,1845568928.47,8.98,2026-01-01,180,793210978.54,Current,Medium
L000777,C05488,BR016,Mortgage,322404226.76,8.88,2025-07-06,300,111039543.78,Current,Low
L000778,C04275,BR022,Personal,168347538.21,12.53,2023-12-26,60,99571143.76,Current,Low
L000779,C02339,BR001,Personal,182309422.59,16.25,2022-06-29,60,42601873.86,Current,Medium
L000780,C05732,BR044,Business,380348737.29,10.71,2026-02-24,60,100928970.28,Current,Medium
L000781,C00086,BR038,Business,477229344.93,11.85,2025-10-23,24,404615003.6,Late,Medium
L000782,C00964,BR047,Personal,494606868.51,15.44,2021-03-25,12,306194071.25,Current,Low
L000783,C09389,BR024,Mortgage,453238471.27,6.59,2025-07-27,240,125118471.23,Current,Low
L000784,C09860,BR002,Mortgage,830071782.29,6.36,2025-03-19,300,582189059.73,Late,High
L000785,C05673,BR016,Personal,154806744.17,12.76,2025-01-24,36,49048750.67,Current,Low
L000786,C08484,BR016,Auto,1111273826.93,10.23,2024-07-04,72,647494133.99,Current,Medium
L000787,C01340,BR038,Business,500931063.76,10.21,2022-12-15,60,305950341.77,Current,Medium
L000788,C05789,BR038,Personal,133366278.59,12.21,2022-01-14,24,86753404.59,Current,Low
L000789,C03414,BR011,Mortgage,2453430882.5,10.06,2023-02-27,300,1683107777.26,Default,High
L000790,C06208,BR042,Business,324726753.98,8.46,2026-07-13,36,142007441.91,Late,Medium
L000791,C05195,BR009,Auto,679734187.97,7.15,2026-04-10,60,424248176.47,Current,Medium
L000792,C06384,BR028,Personal,213089390.31,17.62,2024-11-18,36,68624698.05,Current,Low
L000793,C00330,BR003,Business,371212142.39,13.39,2024-08-05,60,274447871.54,Current,Medium
L000794,C09320,BR050,Mortgage,4092764666.81,5.91,2024-02-19,300,3091108392.3,Current,Low
L000795,C04795,BR047,Personal,193155229.19,12.83,2023-10-30,12,109613468.16,Current,Medium
L000796,C03990,BR046,Business,378371643.76,13.12,2021-06-22,24,215633896.56,Current,Medium
L000797,C06835,BR048,Mortgage,1325069924.51,7.86,2026-07-26,180,1120493146.04,Default,High
L000798,C01085,BR027,Personal,155631798.89,16.06,2025-04-06,60,93653405.46,Current,High
L000799,C09874,BR020,Personal,532777206.4,10.34,2025-04-13,60,321993308.22,Current,Low
L000800,C06290,BR041,Auto,57017057.92,7.81,2023-07-20,36,29697849.05,Current,High
L000801,C04121,BR044,Auto,280224504.16,7.5,2023-09-25,48,156369544.77,Current,Low
L000802,C09026,BR031,Auto,487927285.05,8.18,2022-07-04,48,335570694.16,Current,Low
L000803,C09459,BR029,Business,2357660914.3,9.46,2026-06-15,36,1540640096.47,Current,Medium
L000804,C02611,BR038,Personal,152276269.88,17.26,2026-07-18,36,64755199.96,Current,Low
L000805,C09626,BR011,Personal,158887695.12,17.09,2022-03-31,36,20710875.37,Current,Low
L000806,C00453,BR045,Personal,211616471.4,15.89,2023-03-16,12,82789440.84,Current,High
L000807,C07730,BR034,Personal,338240809.96,13.41,2024-12-20,36,195732939.1,Late,High
L000808,C00880,BR038,Mortgage,8986342252.39,7.76,2026-02-24,120,3116446046.87,Current,Low
L000809,C03315,BR036,Personal,186935749.34,11.87,2023-03-10,24,93189368.67,Current,Low
L000810,C06099,BR009,Auto,756187802.61,7.59,2025-08-17,36,504325993.86,Default,Low
L000811,C03893,BR009,Mortgage,5046718719.43,6.93,2026-04-21,240,2261824517.93,Current,Low
L000812,C06281,BR012,Personal,185351887.04,15.35,2024-08-29,48,106731432.74,Current,Low
L000813,C07126,BR040,Auto,736339597.66,11.16,2024-03-21,72,268278203.81,Current,Low
L000814,C04482,BR002,Auto,2059826691.82,9.22,2026-06-24,60,1016254591.43,Current,Low
L000815,C08306,BR029,Auto,423743288.96,9.59,2025-05-25,60,135343328.99,Current,Medium
L000816,C01934,BR039,Personal,285513691.08,16.56,2025-07-11,60,64334948.46,Current,Low
L000817,C02655,BR026,Mortgage,397716453.92,9.77,2024-11-01,300,139039833.63,Current,Medium
L000818,C02358,BR017,Personal,51122555.79,10.33,2023-07-18,24,20095578.61,Current,Medium
L000819,C00816,BR033,Personal,257758982.54,14.49,2021-02-17,60,102815413.94,Current,Low
L000820,C09127,BR028,Business,372828102.93,13.38,2024-09-09,84,195319747.14,Current,Low
L000821,C01955,BR014,Mortgage,294988357.02,10.0,2021-11-10,300,217153524.22,Current,Medium
L000822,C09064,BR028,Personal,62232311.89,17.45,2025-10-25,60,46232023.0,Current,Low
L000823,C09933,BR019,Business,1889921068.26,10.1,2023-06-29,36,1066539815.45,Current,Low
L000824,C09943,BR030,Mortgage,293511035.5,5.83,2025-04-10,300,252707794.98,Default,High
L000825,C08268,BR001,Personal,36966962.73,14.0,2023-05-23,48,28232957.22,Current,Low
L000826,C06176,BR041,Business,1329810468.7,8.11,2025-06-24,12,922668712.43,Current,High
L000827,C02776,BR035,Personal,114285654.6,15.2,2025-12-29,36,66161851.84,Current,Low
L000828,C03618,BR022,Mortgage,1302699479.62,7.44,2026-01-16,180,570282381.03,Late,High
L000829,C01549,BR010,Mortgage,397740428.31,10.05,2021-07-29,300,174857506.83,Current,Medium
L000830,C06630,BR007,Personal,148733767.13,13.12,2026-06-21,60,93164706.96,Current,Low
L000831,C07352,BR046,Mortgage,597627348.26,9.49,2026-03-19,300,262732432.75,Current,Medium
L000832,C04549,BR002,Personal,280862282.14,17.86,2023-10-09,36,96328443.74,Current,Low
L000833,C09906,BR012,Auto,455014180.28,8.13,2020-06-06,36,202072789.02,Current,Low
L000834,C01245,BR017,Auto,103654050.6,8.5,2024-03-29,48,42723872.05,Current,Low
L000835,C06481,BR037,Personal,191718174.6,13.74,2024-06-26,24,103132193.4,Current,Low
L000836,C09213,BR010,Mortgage,660325649.72,10.35,2021-11-15,300,479422201.03,Late,High
L000837,C05523,BR013,Mortgage,5350302282.69,9.62,2024-08-07,240,3868083565.45,Late,Low
L000838,C09624,BR003,Business,546954518.83,10.28,2022-01-06,24,272394338.98,Current,Low
L000839,C07222,BR038,Personal,187347654.55,17.5,2023-01-17,60,95648707.78,Current,Low
L000840,C07566,BR009,Personal,140442240.8,10.45,2025-09-08,12,92300056.53,Current,Low
L000841,C06309,BR047,Personal,180440687.7,13.37,2026-04-08,60,116815659.24,Current,Low
L000842,C03202,BR002,Auto,269363145.48,10.49,2025-05-23,48,112986924.42,Current,Low
L000843,C04903,BR025,Mortgage,195664253.06,9.91,2024-07-08,240,130938599.62,Current,Low
L000844,C00778,BR047,Auto,142651244.07,12.3,2025-12-14,72,32350886.27,Current,Medium
L000845,C00022,BR013,Personal,287830078.28,15.67,2026-05-30,12,117013008.16,Current,Medium
L000846,C02494,BR011,Auto,217863562.86,8.37,2021-07-05,72,61368065.69,Current,Medium
L000847,C05569,BR040,Mortgage,958768977.33,9.97,2022-12-24,120,130553749.88,Current,Medium
L000848,C01001,BR047,Personal,43341896.85,17.48,2021-12-04,12,15290868.31,Current,Low
L000849,C01866,BR023,Personal,74587178.34,10.14,2026-07-17,48,43345222.82,Current,Low
L000850,C07845,BR044,Business,224748975.32,10.04,2025-08-22,84,167457754.54,Current,Medium
L000851,C01646,BR001,Auto,78994917.95,8.34,2025-04-27,36,48107242.51,Current,Low
L000852,C02898,BR047,Mortgage,2440270225.88,5.51,2026-04-16,120,996617060.49,Current,Low
L000853,C05013,BR025,Mortgage,1287764676.58,8.16,2025-08-18,120,1092056358.49,Late,High
L000854,C07549,BR034,Mortgage,1036553744.87,8.79,2026-05-23,120,142115122.38,Current,Medium
L000855,C03756,BR047,Personal,413414744.28,17.16,2022-10-24,12,292131991.96,Current,Low
L000856,C05228,BR028,Auto,152763804.68,12.39,2024-05-18,60,92474984.4,Current,Medium
L000857,C05463,BR006,Personal,413461115.84,15.69,2024-01-16,36,233394182.09,Current,Low
L000858,C04331,BR011,Auto,415246350.28,11.99,2021-07-04,60,129393615.92,Current,Low
L000859,C03727,BR045,Mortgage,2673837231.48,5.55,2023-04-15,300,1802830275.0,Default,High
L000860,C03369,BR013,Mortgage,528877854.19,9.98,2024-10-06,300,185116676.93,Current,Low
L000861,C00805,BR041,Business,390309509.15,7.54,2021-03-19,36,248236990.05,Current,Low
L000862,C06530,BR022,Mortgage,900632255.08,8.97,2026-02-12,180,490330585.12,Current,Low
L000863,C03309,BR012,Auto,1618904052.93,11.4,2025-02-07,60,1015395428.82,Current,Medium
L000864,C00685,BR033,Mortgage,286267650.21,9.13,2023-10-05,300,97518237.45,Current,Low
L000865,C01264,BR001,Personal,577850397.08,11.39,2024-02-11,12,153660433.26,Current,Low
L000866,C01575,BR002,Personal,109366498.67,15.05,2021-03-03,12,31084434.29,Current,Low
L000867,C08663,BR027,Mortgage,491827087.13,8.07,2026-06-20,180,138622713.46,Current,Low
L000868,C04204,BR045,Mortgage,3077955978.89,6.25,2025-07-29,240,1243754837.96,Current,Low
L000869,C07375,BR038,Personal,125888333.79,14.69,2024-06-08,12,50417081.51,Current,Low
L000870,C00608,BR049,Personal,110270912.06,16.07,2025-07-18,24,28547645.22,Current,Medium
L000871,C07167,BR040,Auto,142180017.65,8.25,2026-08-02,60,45707297.4,Current,Low
L000872,C09485,BR034,Personal,120119820.5,11.02,2026-07-31,12,35793941.95,Current,Low
L000873,C03183,BR013,Personal,577237241.55,14.93,2023-09-10,24,384564336.68,Current,Low
L000874,C00718,BR007,Auto,562372303.44,11.25,2025-12-07,48,432945828.25,Late,High
L000875,C03444,BR020,Auto,1259597151.31,11.34,2026-06-10,48,487397834.72,Current,Low
L000876,C05100,BR028,Personal,589434155.79,16.32,2020-07-03,36,403769903.41,Current,High
L000877,C01128,BR038,Personal,166309770.73,16.5,2023-12-02,48,21112190.8,Current,Medium
L000878,C04468,BR037,Mortgage,529674410.69,6.54,2025-11-19,300,189493601.86,Current,Medium
L000879,C07310,BR007,Business,675865338.43,11.1,2023-03-08,24,275848769.51,Late,Medium
L000880,C03329,BR030,Personal,153265170.67,12.57,2023-11-01,24,73897347.55,Current,Low
L000881,C06975,BR033,Personal,192318515.86,12.99,2023-08-09,48,122012690.91,Current,Low
L000882,C04164,BR023,Mortgage,577348268.49,6.68,2026-01-12,300,418358795.01,Default,Medium
L000883,C03501,BR049,Personal,71181308.89,16.68,2026-04-26,60,20511957.1,Current,Low
L000884,C08449,BR026,Business,910973530.32,14.3,2024-01-28,36,187180434.46,Current,Medium
L000885,C08285,BR028,Personal,112469373.53,14.4,2024-08-10,12,77247245.6,Default,Medium
L000886,C01450,BR017,Personal,201989931.49,10.69,2025-12-11,48,52669870.71,Current,Medium
L000887,C09905,BR008,Personal,120489946.29,10.51,2024-12-03,24,22348657.15,Current,Low
L000888,C02639,BR020,Business,355206326.44,14.25,2026-04-16,12,278435489.89,Current,Low
L000889,C03454,BR020,Auto,629720529.16,7.29,2024-03-02,48,354018610.47,Current,Low
L000890,C02126,BR038,Personal,206318516.83,17.97,2025-09-11,36,108895547.29,Current,Low
L000891,C00475,BR017,Mortgage,478902515.01,9.71,2025-03-14,300,376950030.06,Late,High
L000892,C01169,BR024,Mortgage,876989967.76,7.06,2021-02-12,180,338152572.32,Current,High
L000893,C07904,BR005,Mortgage,1986427895.74,8.92,2026-08-31,300,270797419.16,Current,Low
L000894,C01747,BR023,Auto,348227348.45,7.1,2023-06-04,36,169096753.73,Current,Low
L000895,C04402,BR019,Mortgage,714615382.81,9.29,2024-11-12,180,549089137.96,Current,Medium
L000896,C07205,BR013,Auto,200888285.05,9.7,2024-03-22,72,52515151.62,Current,Low
L000897,C07508,BR028,Mortgage,1194336635.89,8.66,2023-08-01,240,922585628.17,Late,High
L000898,C04599,BR049,Auto,355507329.72,8.9,2020-03-12,36,48216880.38,Current,Low
L000899,C00155,BR047,Business,254243125.6,14.99,2026-08-12,12,92215505.61,Current,Low
L000900,C06721,BR003,Auto,2008699246.91,11.25,2026-04-13,60,1443993342.05,Current,Low
L000901,C03600,BR019,Mortgage,2801454098.75,7.78,2026-08-02,180,2103402556.48,Default,High
L000902,C07439,BR049,Mortgage,380436426.8,9.11,2023-07-28,300,82537589.27,Current,Medium
L000903,C04564,BR040,Personal,56616133.4,14.72,2023-12-20,60,38984592.39,Current,Medium
L000904,C01174,BR022,Mortgage,638541781.56,6.42,2026-05-15,240,419715666.37,Current,Medium
L000905,C03679,BR007,Business,453337934.22,11.38,2024-04-29,12,52173231.02,Current,Medium
L000906,C06200,BR007,Mortgage,1456254526.56,8.08,2021-04-20,240,1082890133.99,Late,High
L000907,C07568,BR011,Personal,70170422.48,17.24,2023-05-29,36,33657861.96,Current,Low
L000908,C09260,BR019,Personal,205985744.1,13.15,2026-04-13,24,160526039.47,Current,Low
L000909,C06221,BR048,Personal,130328186.1,10.04,2023-04-23,36,66121306.09,Current,Low
L000910,C04065,BR022,Personal,82538853.6,16.2,2025-10-27,12,50928719.21,Current,Low
L000911,C09622,BR027,Personal,186362107.29,12.96,2025-12-23,48,97766524.28,Current,Low
L000912,C01194,BR024,Mortgage,548789894.52,8.43,2026-01-05,300,266989302.48,Late,Medium
L000913,C02603,BR028,Auto,366566612.08,8.52,2023-06-24,60,277666456.95,Current,Low
L000914,C06991,BR018,Mortgage,1331470453.95,6.07,2023-06-08,180,846253552.94,Current,Low
L000915,C08599,BR007,Personal,244083613.18,10.92,2026-08-12,48,185598638.21,Current,Low
L000916,C05186,BR028,Mortgage,292943872.63,9.71,2025-02-11,300,202693469.52,Current,Low
L000917,C07189,BR038,Auto,387411817.72,11.49,2024-10-05,60,241649135.15,Current,Low
L000918,C02547,BR040,Mortgage,583805318.51,8.83,2026-08-26,120,440922877.82,Current,Low
L000919,C03646,BR023,Auto,227623809.84,8.41,2024-07-29,72,103775787.67,Current,Low
L000920,C05968,BR028,Personal,96293351.33,10.27,2026-08-28,36,48308810.55,Current,Medium
L000921,C09944,BR022,Business,296736369.63,11.56,2025-06-05,12,131764012.77,Current,High
L000922,C06934,BR002,Personal,196346151.56,12.62,2025-07-05,48,48983981.45,Current,Medium
L000923,C02885,BR017,Personal,91365029.41,14.84,2023-03-08,60,40173357.06,Current,Low
L000924,C08002,BR040,Mortgage,368203302.14,9.09,2026-07-30,240,257828737.14,Current,Low
L000925,C00587,BR022,Auto,196778013.73,8.89,2020-08-02,72,87885133.13,Current,Low
L000926,C04462,BR049,Mortgage,515427936.29,10.2,2022-05-15,180,194041196.15,Current,High
L000927,C02970,BR002,Auto,666355711.18,11.41,2023-08-29,36,397418758.48,Current,Low
L000928,C04995,BR047,Mortgage,1242766720.13,8.42,2020-06-28,180,199033514.27,Current,Medium
L000929,C06640,BR029,Personal,366889980.71,13.55,2023-10-07,48,218819216.5,Late,Medium
L000930,C04681,BR002,Personal,102717596.71,14.86,2024-04-21,24,27714660.57,Current,Low
L000931,C08116,BR029,Personal,62177718.82,15.42,2023-10-09,24,24852630.23,Current,High
L000932,C01393,BR012,Personal,412337240.66,11.7,2026-07-09,48,161307096.85,Current,Low
L000933,C00056,BR020,Personal,365149012.73,15.09,2025-12-04,12,148498879.03,Current,Low
L000934,C05760,BR026,Personal,72760276.22,11.61,2024-12-05,36,54088912.87,Current,Low
L000935,C00897,BR022,Auto,345712913.14,9.64,2020-10-14,48,138921260.18,Current,Low
L000936,C06243,BR047,Mortgage,1331554245.08,9.5,2020-01-17,240,962668951.77,Late,High
L000937,C06458,BR004,Personal,1331496646.12,13.51,2023-01-13,36,500771167.04,Current,Low
L000938,C03782,BR021,Business,644453958.17,10.55,2020-12-09,12,286136584.18,Current,Low
L000939,C05471,BR046,Personal,57744720.57,16.17,2026-06-13,12,30673834.75,Current,Low
L000940,C02366,BR027,Mortgage,6773311076.45,6.55,2022-07-27,300,4590651233.04,Current,Low
L000941,C05032,BR038,Mortgage,1501502665.45,10.49,2023-04-07,300,350071694.94,Current,Medium
L000942,C07949,BR036,Auto,121186594.03,9.85,2024-03-28,60,59161115.76,Current,Low
L000943,C01187,BR014,Auto,610087854.04,12.4,2026-03-24,72,312558533.46,Current,Low
L000944,C06591,BR022,Auto,192218511.16,7.35,2025-09-28,60,87190870.47,Current,Medium
L000945,C07961,BR006,Mortgage,1061944427.95,7.66,2024-06-26,300,147921194.47,Current,Medium
L000946,C07817,BR001,Personal,109146216.13,12.44,2024-08-27,12,74520105.72,Late,Medium
L000947,C03385,BR015,Personal,104765971.77,11.52,2025-01-20,24,25242634.84,Current,Low
L000948,C05217,BR028,Mortgage,606570404.16,7.39,2022-11-13,180,257027559.52,Current,Medium
L000949,C03544,BR023,Mortgage,247678291.48,9.51,2021-02-22,240,141227643.08,Current,Medium
L000950,C04455,BR005,Business,6680253071.79,10.54,2025-02-15,84,1556886982.25,Current,Low
L000951,C04983,BR029,Personal,442843061.45,12.52,2021-01-05,24,309362639.74,Current,Medium
L000952,C04216,BR013,Auto,172758485.29,11.9,2024-03-29,48,54810628.97,Current,High
L000953,C02241,BR038,Personal,64679866.03,15.39,2024-01-12,12,33253066.79,Current,Low
L000954,C00984,BR017,Personal,27543107.18,15.85,2022-09-06,12,13414368.78,Current,Low
L000955,C01682,BR008,Mortgage,473996774.42,6.94,2025-12-16,180,367821965.18,Late,High
L000956,C07315,BR005,Personal,286335169.45,11.87,2024-12-24,60,159871008.88,Current,Low
L000957,C06189,BR031,Personal,28423182.71,14.54,2020-09-04,36,7262697.28,Current,Medium
L000958,C06886,BR008,Mortgage,225770879.3,9.95,2023-03-06,240,74721131.39,Current,Medium
L000959,C07905,BR039,Mortgage,854882644.49,7.73,2024-05-16,180,519976663.75,Current,Low
L000960,C04929,BR028,Personal,45826507.22,12.3,2025-08-29,12,22178552.61,Current,Low
L000961,C05902,BR021,Business,240392380.56,10.0,2025-11-08,24,82108674.47,Current,Low
L000962,C04633,BR020,Mortgage,2111942252.84,8.8,2021-07-27,240,993556618.3,Current,Low
L000963,C09286,BR044,Personal,87513720.6,17.81,2025-03-12,60,61386815.58,Default,Medium
L000964,C03821,BR006,Mortgage,509967969.32,10.39,2021-08-04,300,141325550.37,Current,Medium
L000965,C09665,BR045,Mortgage,294041234.86,10.19,2026-07-21,120,159277278.06,Current,Medium
L000966,C09276,BR027,Mortgage,708043727.77,7.41,2024-06-03,300,454554957.78,Late,Medium
L000967,C06427,BR030,Personal,502719677.0,13.96,2023-11-26,48,361422847.6,Current,Medium
L000968,C09515,BR011,Personal,129934845.43,11.91,2025-03-21,60,22015950.89,Current,Medium
L000969,C03802,BR039,Mortgage,405683884.88,9.2,2023-03-23,180,286156559.45,Late,Medium
L000970,C07459,BR043,Auto,158648447.24,10.06,2026-06-05,72,58193751.34,Current,Low
L000971,C00012,BR049,Personal,70871808.34,16.47,2023-12-29,12,21215744.74,Current,Medium
L000972,C06195,BR049,Personal,198448155.77,11.82,2020-12-24,24,39693882.62,Current,Low
L000973,C05695,BR046,Personal,138601714.73,16.02,2026-07-23,48,80463610.13,Current,Low
L000974,C05035,BR013,Mortgage,513975484.39,6.78,2021-12-26,120,172521480.36,Current,Medium
L000975,C09100,BR031,Auto,82997753.22,9.93,2025-11-28,48,40128451.62,Current,Low
L000976,C02027,BR039,Mortgage,651223872.38,8.99,2021-03-24,180,345451367.7,Late,Medium
L000977,C04639,BR028,Auto,174055669.84,11.27,2025-01-16,48,88313596.33,Current,Low
L000978,C03987,BR002,Personal,49977209.37,16.32,2026-05-04,12,7885811.36,Current,Low
L000979,C07160,BR019,Personal,2662953882.87,12.72,2024-03-04,24,1953519079.62,Current,Low
L000980,C09141,BR013,Personal,211879032.55,10.22,2026-04-09,36,115482721.85,Current,Low
L000981,C07532,BR028,Personal,108806780.18,14.56,2024-03-18,36,65310795.64,Current,Low
L000982,C03950,BR024,Auto,77510438.08,7.02,2026-07-22,72,26678520.54,Current,Low
L000983,C05544,BR044,Personal,175766951.12,14.81,2024-08-31,48,126455106.66,Late,Medium
L000984,C04038,BR027,Auto,92398831.89,10.85,2026-07-30,72,15808899.5,Current,Low
L000985,C02024,BR046,Mortgage,1846494269.87,7.13,2025-07-28,120,1049100238.84,Late,Medium
L000986,C07464,BR020,Auto,180554236.06,9.9,2025-08-23,36,135727754.68,Current,High
L000987,C07908,BR029,Personal,56861981.0,10.98,2024-05-02,36,30998878.04,Current,Low
L000988,C01604,BR029,Personal,113025279.37,10.28,2022-02-24,12,90727330.95,Late,Medium
L000989,C05608,BR010,Personal,214788459.11,12.95,2025-03-14,36,32786701.76,Current,Medium
L000990,C07388,BR026,Business,544539827.32,9.24,2025-08-09,60,67781772.09,Current,Medium
L000991,C04363,BR008,Personal,97102220.71,16.59,2023-03-23,24,66304205.26,Late,High
L000992,C00202,BR038,Personal,52621197.65,10.13,2026-03-11,24,7548793.46,Current,Low
L000993,C06598,BR037,Mortgage,413459178.59,9.32,2024-12-28,300,186872875.21,Current,Medium
L000994,C00514,BR003,Mortgage,490693000.56,7.71,2026-05-15,240,146365252.48,Current,Medium
L000995,C02873,BR029,Personal,45548428.24,16.45,2026-05-20,60,29397743.61,Current,Medium
L000996,C04657,BR018,Auto,2235677772.84,12.31,2021-11-29,36,1758129107.9,Current,Low
L000997,C03274,BR048,Auto,467149003.73,9.95,2026-08-02,36,246774185.85,Late,Low
L000998,C00644,BR002,Mortgage,1011994278.35,5.81,2024-07-05,120,569339144.13,Late,Medium
L000999,C04309,BR028,Mortgage,477109548.52,10.46,2025-05-30,180,402242196.29,Late,Low
L001000,C00122,BR012,Mortgage,882630843.13,6.13,2021-04-05,240,527752127.84,Late,Medium
L001001,C02799,BR028,Business,344359570.83,8.22,2022-12-27,12,249065735.23,Current,Medium
L001002,C05984,BR038,Personal,486949316.38,17.29,2025-05-13,12,300198683.4,Current,Low
L001003,C04430,BR019,Mortgage,222517427.42,8.99,2026-03-10,180,167730059.88,Late,High
L001004,C08421,BR028,Mortgage,2920391599.8,8.1,2023-09-25,300,2454981758.51,Late,High
L001005,C07096,BR029,Personal,204341309.41,13.13,2025-08-01,24,72902778.99,Current,Medium
L001006,C08772,BR038,Business,408291486.47,14.82,2024-03-03,12,303227007.6,Current,Low
L001007,C02915,BR047,Auto,199148325.84,12.18,2024-07-03,36,141722851.93,Current,Medium
L001008,C06444,BR027,Mortgage,6324851712.57,8.65,2026-08-20,300,3989086360.84,Current,Medium
L001009,C09183,BR031,Personal,498733700.13,14.78,2026-03-21,36,116587896.26,Current,High
L001010,C08972,BR044,Business,1082456588.76,8.47,2025-01-28,84,841264868.73,Late,High
L001011,C04514,BR002,Auto,1134808227.41,7.41,2022-05-16,36,800102639.13,Default,Medium
L001012,C07421,BR038,Auto,153646308.07,9.67,2023-04-12,36,113601697.2,Late,Low
L001013,C02760,BR045,Auto,103623801.11,12.11,2026-03-27,60,76505213.17,Current,Low
L001014,C08461,BR040,Mortgage,605620527.63,7.06,2026-06-12,300,135303019.07,Current,High
L001015,C04767,BR002,Mortgage,605587170.45,8.82,2026-01-11,240,422945116.76,Default,High
L001016,C08178,BR038,Auto,258352877.25,9.46,2022-06-17,36,205321003.6,Current,Low
L001017,C03835,BR038,Mortgage,726134582.64,9.8,2024-10-21,120,415406972.51,Current,High
L001018,C03502,BR032,Personal,148878336.78,17.31,2022-11-08,24,27204170.91,Current,Low
L001019,C07617,BR046,Auto,596604522.44,10.67,2026-07-14,48,167838117.76,Current,Low
L001020,C04687,BR033,Personal,130416385.0,12.93,2023-09-05,12,48568641.09,Current,Low
L001021,C00554,BR002,Auto,128791170.28,10.19,2024-08-08,48,18491285.67,Current,Medium
L001022,C07399,BR024,Business,706945484.56,10.24,2026-02-01,60,507686973.95,Current,High
L001023,C07678,BR022,Auto,106742824.87,9.09,2025-03-28,36,41927503.47,Current,Low
L001024,C06951,BR045,Business,242570718.5,11.41,2026-02-10,36,34042930.84,Current,Low
L001025,C01463,BR038,Business,1484514176.96,14.82,2021-11-07,60,866219802.6,Current,Low
L001026,C03174,BR004,Auto,251044404.27,11.09,2024-01-20,48,150009551.61,Current,Low
L001027,C06079,BR001,Business,497758035.15,10.56,2020-10-11,60,173292847.51,Current,Medium
L001028,C07567,BR003,Personal,34647423.98,14.03,2024-01-24,36,18603754.13,Current,Low
L001029,C06090,BR018,Personal,690117434.21,12.33,2026-03-30,12,432212692.29,Current,Medium
L001030,C06459,BR002,Mortgage,674409260.81,6.79,2026-06-24,180,409361778.96,Late,High
L001031,C05281,BR018,Personal,40809289.31,13.43,2026-08-28,36,24981501.8,Current,High
